instant,yr,mnth,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,income_level,user_satisfaction,bike_infrastructure_score,air_pollution_index,public_transport_access,user_activity_level_encoded,user_type_encoded,zone_type_encoded,temp_hum_interaction,casual_registered_ratio,high_temp,user_experience_score,avg_rentals
9097.0,1.0,1.0,4.0,2.0,0.26,0.2273,0.44,0.4179,0.0,90.0,90.0,29974,5,10,71,4,0,0,0,0.1144,0.0,0,15,189.6654621750787
9098.0,1.0,1.0,4.0,1.0,0.26,0.2273,0.48,0.3284,1.0,55.0,56.0,65669,5,5,72,8,0,0,1,0.1248,0.017857142857142856,0,10,189.6654621750787
9099.0,1.0,1.0,,2.0,0.26,0.2273,0.48,0.2985,3.0,24.0,27.0,35214,4,9,24,1,0,0,0,0.1248,0.12,0,13,189.6654621750787
9100.0,1.0,,5.0,1.0,0.26,0.2727,0.48,0.1343,0.0,15.0,15.0,80026,1,2,70,2,1,0,0,0.1248,0.0,0,3,189.6654621750787
9101.0,1.0,1.0,5.0,1.0,0.26,0.2727,0.48,0.1343,0.0,11.0,11.0,44554,3,5,97,3,0,1,0,0.1248,0.0,0,8,189.21590643274854
9102.0,1.0,1.0,5.0,1.0,0.24,0.2576,0.52,0.1045,0.0,4.0,4.0,95833,4,2,89,8,2,1,0,0.1248,0.0,0,6,189.21590643274854
9103.0,1.0,1.0,5.0,1.0,0.22,0.2424,0.6,0.1045,0.0,3.0,3.0,56903,1,9,1,3,0,1,0,0.132,0.0,0,10,189.21590643274854
9104.0,1.0,1.0,5.0,1.0,0.22,0.2424,0.6,0.1045,0.0,19.0,19.0,32690,2,9,46,3,1,0,1,0.132,0.0,0,11,189.6654621750787
9105.0,1.0,1.0,5.0,1.0,0.24,0.2121,0.6,0.2836,0.0,68.0,68.0,35273,2,8,65,4,1,0,0,0.144,0.0,0,10,189.6654621750787
9106.0,1.0,1.0,5.0,1.0,0.22,0.2121,0.69,0.2239,2.0,183.0,185.0,48719,4,3,26,2,0,1,0,0.1518,0.010869565217391304,0,7,189.21590643274854
,1.0,1.0,5.0,1.0,0.22,0.2121,0.64,0.2537,4.0,421.0,425.0,67643,5,8,72,9,0,1,1,0.1408,0.009478672985781991,0,13,189.21590643274854
9108.0,1.0,1.0,5.0,1.0,0.22,0.197,0.47,0.3881,21.0,242.0,263.0,39996,4,9,57,3,1,1,0,0.10339999999999999,0.08641975308641975,0,13,189.21590643274854
9109.0,1.0,1.0,5.0,2.0,0.22,0.2121,0.44,0.2836,1.0,96.0,97.0,32941,2,1,38,3,1,1,1,0.0968,0.010309278350515464,0,3,189.21590643274854
9110.0,1.0,1.0,5.0,2.0,0.2,0.1818,0.32,0.3582,6.0,117.0,123.0,64141,2,4,29,7,1,0,0,0.064,0.05084745762711865,0,6,189.6654621750787
9111.0,1.0,1.0,5.0,2.0,0.2,0.1818,0.34,0.3284,5.0,119.0,124.0,97500,2,7,71,2,1,1,1,0.068,0.041666666666666664,0,9,189.21590643274854
9112.0,1.0,1.0,5.0,1.0,0.22,0.2121,0.32,0.2985,12.0,144.0,156.0,23548,3,1,8,9,1,1,0,0.0704,0.08275862068965517,0,4,189.21590643274854
9113.0,1.0,1.0,5.0,2.0,0.22,0.2121,0.35,0.2985,8.0,107.0,115.0,27838,3,3,72,7,0,1,1,0.077,0.07407407407407407,0,6,189.21590643274854
,1.0,1.0,5.0,2.0,0.22,0.2273,0.35,0.194,12.0,144.0,156.0,67821,2,6,31,4,1,0,0,0.077,0.08275862068965517,0,8,189.6654621750787
9115.0,1.0,1.0,5.0,2.0,0.2,0.2121,0.37,0.1642,11.0,163.0,174.0,65955,5,4,28,10,1,1,0,0.074,0.06707317073170732,0,9,189.21590643274854
9116.0,1.0,1.0,5.0,2.0,0.22,0.2576,0.32,0.0896,9.0,340.0,349.0,94828,4,8,10,7,2,1,1,0.0704,0.026392961876832845,0,12,189.21590643274854
9117.0,1.0,1.0,5.0,2.0,0.2,0.2273,0.34,0.0896,5.0,296.0,301.0,49589,4,3,42,6,0,0,1,0.068,0.016835016835016835,0,7,189.6654621750787
9118.0,1.0,1.0,5.0,2.0,0.2,0.2273,0.37,0.1045,6.0,186.0,192.0,27220,2,1,25,10,0,1,0,0.074,0.03208556149732621,0,3,189.21590643274854
9119.0,1.0,1.0,5.0,2.0,0.2,0.2273,0.34,0.0896,1.0,141.0,142.0,53106,2,2,7,1,1,1,0,0.068,0.007042253521126761,0,4,189.21590643274854
9120.0,1.0,1.0,5.0,2.0,0.2,0.2273,0.37,0.0896,5.0,99.0,104.0,56893,1,3,85,2,0,0,0,0.074,0.05,0,4,189.6654621750787
9121.0,1.0,1.0,5.0,2.0,0.2,0.197,0.37,0.2239,1.0,71.0,72.0,33843,1,1,89,2,1,0,1,0.074,0.013888888888888888,0,2,189.6654621750787
9122.0,1.0,1.0,5.0,3.0,0.16,0.1515,0.64,0.2239,3.0,35.0,38.0,59663,5,1,3,6,2,1,1,0.1024,0.08333333333333333,0,6,189.21590643274854
9123.0,1.0,1.0,6.0,3.0,0.16,0.1515,0.64,0.2239,0.0,24.0,24.0,99171,3,1,83,10,1,0,1,0.1024,0.0,0,4,189.6654621750787
9124.0,1.0,1.0,6.0,4.0,0.14,0.1364,0.86,0.194,1.0,22.0,23.0,59275,2,8,73,9,1,0,1,0.12040000000000001,0.043478260869565216,0,10,189.6654621750787
9125.0,1.0,1.0,6.0,3.0,0.14,0.2121,0.86,0.0,1.0,25.0,26.0,64676,3,7,90,5,1,0,1,0.12040000000000001,0.038461538461538464,0,10,189.6654621750787
9126.0,1.0,1.0,6.0,3.0,0.14,0.1818,0.93,0.0896,0.0,13.0,13.0,42626,2,2,64,9,1,0,1,0.1302,0.0,0,4,189.6654621750787
9127.0,,1.0,6.0,3.0,0.16,0.197,,0.0896,0.0,1.0,1.0,73099,3,10,80,2,0,1,1,,0.0,0,13,189.21590643274854
9128.0,1.0,1.0,6.0,3.0,0.16,0.1818,0.86,0.1045,0.0,2.0,2.0,24834,5,10,94,4,0,0,1,0.1376,0.0,0,15,189.6654621750787
9129.0,1.0,1.0,6.0,3.0,0.16,0.1667,0.93,0.1642,0.0,1.0,1.0,29980,1,5,34,5,1,0,1,0.14880000000000002,0.0,0,6,189.6654621750787
9130.0,1.0,1.0,6.0,3.0,0.16,0.1667,0.93,0.1642,3.0,10.0,13.0,67528,4,4,85,10,2,1,0,0.14880000000000002,0.2727272727272727,0,8,189.21590643274854
9131.0,1.0,1.0,6.0,,0.16,0.1515,0.93,0.2537,3.0,22.0,25.0,83484,1,7,17,9,2,0,0,0.14880000000000002,0.13043478260869565,0,8,189.6654621750787
9132.0,1.0,1.0,,2.0,0.16,0.1515,0.93,0.2537,2.0,40.0,42.0,30268,3,7,17,1,0,1,0,0.14880000000000002,0.04878048780487805,0,10,189.21590643274854
9133.0,1.0,1.0,6.0,3.0,0.16,0.1515,0.93,0.2537,,45.0,45.0,52660,2,2,48,3,1,1,0,0.14880000000000002,,0,4,189.21590643274854
9134.0,1.0,1.0,6.0,2.0,0.18,0.2121,0.86,0.1045,1.0,62.0,63.0,56805,4,9,8,7,1,1,1,0.1548,0.015873015873015872,0,13,189.21590643274854
9135.0,1.0,1.0,6.0,2.0,0.2,0.2121,0.8,0.1642,5.0,62.0,67.0,50004,4,5,12,9,1,1,0,0.16000000000000003,0.07936507936507936,0,9,189.21590643274854
9136.0,1.0,1.0,6.0,2.0,0.2,0.197,0.8,0.2537,10.0,66.0,76.0,34220,4,10,91,4,2,0,1,0.16000000000000003,0.14925373134328357,0,14,189.6654621750787
9137.0,1.0,1.0,6.0,3.0,0.2,0.197,0.8,0.194,6.0,89.0,95.0,45221,2,1,16,1,1,1,1,0.16000000000000003,0.06666666666666667,0,3,189.21590643274854
9138.0,1.0,1.0,6.0,3.0,0.2,0.197,0.8,0.194,6.0,113.0,119.0,47558,4,10,36,1,0,1,0,0.16000000000000003,0.05263157894736842,0,14,189.21590643274854
9139.0,1.0,1.0,,2.0,0.2,0.1818,0.8,0.2985,5.0,113.0,118.0,80793,4,8,95,10,0,1,1,0.16000000000000003,0.043859649122807015,0,12,189.21590643274854
9140.0,1.0,1.0,6.0,,0.2,0.1818,0.8,0.3881,7.0,,106.0,21664,3,1,17,1,2,0,1,0.16000000000000003,,0,4,189.6654621750787
9141.0,1.0,1.0,6.0,2.0,0.2,0.1818,0.75,0.3881,3.0,107.0,110.0,49399,5,9,24,4,0,1,1,0.15000000000000002,0.027777777777777776,0,14,189.21590643274854
9142.0,1.0,1.0,6.0,2.0,0.18,0.1515,0.8,0.3881,0.0,85.0,85.0,82865,4,9,94,8,1,0,1,0.144,0.0,0,13,189.6654621750787
9143.0,1.0,1.0,6.0,2.0,0.18,0.1667,0.8,0.2985,5.0,62.0,67.0,31443,3,1,31,5,2,0,0,0.144,0.07936507936507936,0,4,189.6654621750787
9144.0,1.0,1.0,6.0,1.0,0.18,0.1515,0.74,0.3284,5.0,64.0,69.0,95944,4,3,65,6,2,0,0,0.13319999999999999,0.07692307692307693,0,7,189.6654621750787
9145.0,1.0,1.0,6.0,2.0,0.18,0.1667,0.74,0.2985,3.0,56.0,59.0,64288,1,3,84,4,2,1,1,0.13319999999999999,0.05263157894736842,0,4,189.21590643274854
9146.0,1.0,1.0,6.0,2.0,0.16,0.1515,0.8,0.2537,1.0,51.0,52.0,94275,1,6,18,7,2,0,1,0.128,0.019230769230769232,0,7,189.6654621750787
9147.0,1.0,1.0,0.0,1.0,0.16,0.1364,0.8,0.2985,1.0,51.0,52.0,64906,1,4,35,4,2,0,1,0.128,0.019230769230769232,0,5,189.6654621750787
9148.0,1.0,1.0,0.0,2.0,0.18,0.1667,0.74,,1.0,49.0,50.0,87279,1,6,45,4,0,1,0,0.13319999999999999,0.02,0,7,189.21590643274854
9149.0,1.0,1.0,0.0,2.0,0.18,0.1667,0.74,0.2836,1.0,46.0,47.0,83752,1,6,24,8,2,1,1,0.13319999999999999,0.02127659574468085,0,7,189.21590643274854
9150.0,1.0,,0.0,2.0,0.18,0.1667,0.69,0.2836,1.0,20.0,21.0,89063,5,2,21,8,1,0,0,0.12419999999999999,0.047619047619047616,0,7,189.6654621750787
9151.0,1.0,1.0,0.0,3.0,0.16,,0.8,0.2836,1.0,1.0,2.0,58063,4,10,3,5,0,1,0,0.128,0.5,0,14,189.21590643274854
9152.0,1.0,1.0,0.0,3.0,0.16,0.1515,0.74,0.2239,1.0,2.0,3.0,68373,4,7,48,9,1,0,1,0.1184,0.3333333333333333,0,11,189.6654621750787
9153.0,1.0,1.0,0.0,2.0,0.16,0.1515,0.74,,0.0,4.0,4.0,87964,3,2,66,2,1,0,0,0.1184,0.0,0,5,189.6654621750787
9154.0,1.0,1.0,0.0,2.0,0.16,0.1515,0.74,0.2239,2.0,11.0,13.0,72999,1,9,63,9,0,1,0,0.1184,0.16666666666666666,0,10,189.21590643274854
9155.0,1.0,1.0,0.0,2.0,0.16,0.1515,0.74,0.2239,3.0,29.0,32.0,93074,5,8,18,2,0,1,1,0.1184,0.1,0,13,189.21590643274854
9156.0,1.0,1.0,0.0,2.0,0.16,0.1515,0.74,0.2239,9.0,54.0,63.0,89719,3,6,3,6,1,1,1,0.1184,0.16363636363636364,0,9,189.21590643274854
9157.0,1.0,1.0,0.0,2.0,0.16,0.1364,0.74,0.2836,9.0,120.0,129.0,39633,4,6,90,7,1,1,1,0.1184,0.0743801652892562,0,10,189.21590643274854
9158.0,1.0,1.0,0.0,3.0,0.16,0.1515,0.8,0.2537,18.0,115.0,133.0,61961,1,10,99,7,0,0,0,0.128,0.15517241379310345,0,11,189.6654621750787
9159.0,1.0,,0.0,2.0,0.16,0.1515,0.8,0.2239,24.0,161.0,185.0,31042,4,10,63,6,1,1,0,0.128,0.14814814814814814,0,14,189.21590643274854
9160.0,1.0,,0.0,2.0,0.16,0.1818,0.8,0.1343,24.0,175.0,199.0,87286,1,1,40,3,2,0,0,0.128,0.13636363636363635,0,2,189.6654621750787
9161.0,1.0,1.0,0.0,2.0,0.16,0.1667,0.8,0.1642,19.0,163.0,182.0,93595,1,10,34,5,1,0,1,0.128,0.11585365853658537,0,11,189.6654621750787
9162.0,1.0,1.0,0.0,2.0,0.16,0.1515,0.8,0.194,27.0,149.0,176.0,58270,5,1,56,4,1,0,0,0.128,0.18,0,6,189.6654621750787
9163.0,1.0,1.0,0.0,2.0,0.16,0.1515,0.8,0.194,12.0,143.0,155.0,30944,3,5,23,6,2,1,1,0.128,0.08333333333333333,0,8,189.21590643274854
9164.0,1.0,1.0,0.0,2.0,0.16,0.1818,0.8,0.1045,8.0,100.0,108.0,54963,5,6,76,1,0,1,0,0.128,0.07920792079207921,0,11,189.21590643274854
9165.0,1.0,1.0,0.0,3.0,0.16,0.1818,0.86,0.1045,11.0,110.0,121.0,69078,1,9,14,9,2,0,0,0.1376,0.0990990990990991,0,10,189.6654621750787
9166.0,1.0,1.0,0.0,3.0,0.16,0.1818,0.86,0.1045,9.0,80.0,89.0,32800,3,6,14,7,0,0,1,0.1376,0.1111111111111111,0,9,189.6654621750787
9167.0,1.0,1.0,0.0,3.0,0.16,0.1667,0.86,0.1642,5.0,69.0,74.0,72875,5,1,62,1,2,0,0,0.1376,0.07142857142857142,0,6,189.6654621750787
9168.0,1.0,1.0,0.0,3.0,0.16,0.1818,0.86,,8.0,36.0,44.0,58405,4,1,75,8,1,1,1,0.1376,0.21621621621621623,0,5,189.21590643274854
9169.0,1.0,1.0,0.0,2.0,0.16,0.197,0.93,0.0896,0.0,58.0,58.0,53262,2,7,84,4,0,1,0,0.14880000000000002,0.0,0,9,189.21590643274854
9170.0,1.0,1.0,0.0,2.0,0.16,0.1818,0.93,0.1045,2.0,35.0,37.0,53841,5,10,68,1,1,0,0,0.14880000000000002,0.05555555555555555,0,15,189.6654621750787
9171.0,1.0,1.0,1.0,2.0,0.18,0.2424,0.86,0.0,2.0,17.0,19.0,28612,1,1,73,9,1,1,1,0.1548,0.1111111111111111,0,2,189.21590643274854
9172.0,1.0,1.0,1.0,2.0,0.18,0.2121,0.86,0.1045,0.0,4.0,4.0,96784,3,4,32,8,0,0,0,0.1548,0.0,0,7,189.6654621750787
9173.0,1.0,1.0,1.0,2.0,0.18,0.2121,0.86,0.1045,0.0,2.0,2.0,78833,4,8,66,1,1,0,1,0.1548,0.0,0,12,189.6654621750787
9174.0,1.0,1.0,1.0,2.0,0.18,0.2424,0.86,0.0,0.0,1.0,1.0,80366,2,8,76,4,2,1,1,0.1548,0.0,0,10,189.21590643274854
9175.0,1.0,1.0,1.0,2.0,0.2,0.2576,0.8,0.0,0.0,1.0,1.0,87521,4,10,27,8,1,1,0,0.16000000000000003,0.0,0,14,189.21590643274854
9176.0,1.0,1.0,1.0,2.0,0.2,0.2576,0.86,0.0,,19.0,19.0,70228,4,1,71,6,0,1,1,0.17200000000000001,,0,5,189.21590643274854
9177.0,1.0,1.0,1.0,2.0,0.2,0.2576,0.86,0.0,6.0,36.0,42.0,25596,1,1,97,7,0,0,1,0.17200000000000001,0.16216216216216217,0,2,189.6654621750787
9178.0,1.0,1.0,1.0,3.0,0.2,0.2576,0.86,0.0,8.0,114.0,122.0,93782,1,6,13,5,2,1,0,0.17200000000000001,0.06956521739130435,0,7,189.21590643274854
9179.0,1.0,1.0,1.0,3.0,0.2,0.2121,0.86,0.1343,5.0,267.0,272.0,26145,2,8,37,9,0,0,0,0.17200000000000001,0.018656716417910446,0,10,189.6654621750787
9180.0,1.0,1.0,1.0,2.0,0.2,0.2273,0.86,0.0896,13.0,198.0,211.0,82488,4,4,81,6,0,1,0,0.17200000000000001,0.06532663316582915,0,8,189.21590643274854
9181.0,1.0,1.0,1.0,2.0,0.2,0.2576,0.93,0.0,10.0,139.0,149.0,77715,3,3,42,9,0,0,0,0.18600000000000003,0.07142857142857142,0,6,189.6654621750787
9182.0,1.0,1.0,1.0,2.0,0.2,0.2273,0.93,0.0896,5.0,57.0,62.0,22584,5,4,100,4,2,0,1,0.18600000000000003,0.08620689655172414,0,9,189.6654621750787
9183.0,1.0,1.0,1.0,2.0,0.22,0.2727,0.93,0.0,10.0,52.0,62.0,46892,2,4,46,1,0,1,0,0.2046,0.18867924528301888,0,6,189.21590643274854
9184.0,1.0,1.0,1.0,3.0,0.22,0.2576,0.93,0.0896,5.0,32.0,37.0,50014,5,2,27,4,0,0,1,0.2046,0.15151515151515152,0,7,189.6654621750787
9185.0,1.0,1.0,1.0,3.0,0.22,0.2273,0.93,0.194,13.0,48.0,,21625,3,10,55,1,2,0,0,0.2046,0.2653061224489796,0,13,189.6654621750787
9186.0,1.0,1.0,1.0,2.0,0.22,0.2121,1.0,0.2239,10.0,64.0,74.0,81229,5,6,47,2,0,1,0,0.22,0.15384615384615385,0,11,189.21590643274854
9187.0,1.0,1.0,1.0,2.0,0.24,0.2424,0.93,0.1642,14.0,108.0,122.0,56269,5,8,86,5,1,1,0,0.2232,0.12844036697247707,0,13,189.21590643274854
9188.0,1.0,1.0,1.0,2.0,0.24,0.2576,0.96,0.1045,6.0,270.0,276.0,40492,3,5,63,6,1,1,0,0.2304,0.02214022140221402,0,8,189.21590643274854
9189.0,1.0,1.0,1.0,2.0,0.24,,0.93,0.1343,7.0,275.0,282.0,90209,4,1,58,4,2,0,0,0.2232,0.025362318840579712,0,5,189.6654621750787
9190.0,1.0,1.0,1.0,,0.26,0.2576,0.93,0.1642,9.0,211.0,220.0,91748,5,6,8,8,0,1,0,0.24180000000000001,0.04245283018867924,0,11,189.21590643274854
9191.0,1.0,1.0,1.0,2.0,0.26,0.2576,1.0,0.1642,8.0,161.0,169.0,84039,3,7,28,6,1,0,0,0.26,0.04938271604938271,0,10,189.6654621750787
9192.0,1.0,1.0,1.0,2.0,0.26,0.2424,1.0,0.2836,8.0,112.0,120.0,43656,3,9,1,5,1,0,1,0.26,0.07079646017699115,0,12,189.6654621750787
9193.0,1.0,1.0,1.0,2.0,0.26,0.2424,1.0,0.2836,4.0,64.0,68.0,89248,3,7,34,2,2,0,0,0.26,0.06153846153846154,0,10,189.6654621750787
9194.0,1.0,1.0,1.0,2.0,0.28,0.2576,0.93,0.3284,2.0,35.0,37.0,48058,2,2,52,3,1,0,1,0.2604,0.05555555555555555,0,4,189.6654621750787
9195.0,1.0,1.0,2.0,2.0,0.3,0.2879,1.0,0.2836,6.0,19.0,25.0,87627,5,2,28,6,2,0,0,0.3,0.3,0,7,189.6654621750787
9196.0,1.0,1.0,2.0,2.0,0.32,0.303,0.93,0.2537,2.0,7.0,9.0,31229,4,6,26,8,0,0,1,0.29760000000000003,0.25,0,10,189.6654621750787
9197.0,1.0,1.0,2.0,2.0,0.32,0.303,,0.2239,2.0,6.0,8.0,48733,3,7,77,7,1,0,1,,0.2857142857142857,0,10,189.6654621750787
9198.0,1.0,1.0,2.0,2.0,0.32,0.3333,0.93,0.1343,0.0,3.0,3.0,45878,1,2,70,1,1,0,1,0.29760000000000003,0.0,0,3,189.6654621750787
9199.0,1.0,1.0,,2.0,0.3,0.3182,1.0,0.0896,0.0,2.0,2.0,25564,5,1,78,5,1,0,1,0.3,0.0,0,6,189.6654621750787
9200.0,1.0,1.0,2.0,2.0,,0.3182,1.0,0.0896,0.0,26.0,26.0,25948,1,1,74,8,2,1,0,,0.0,0,2,189.21590643274854
9201.0,1.0,1.0,2.0,,0.32,0.3182,0.93,0.194,1.0,88.0,89.0,89709,4,1,84,10,0,0,1,0.29760000000000003,0.011235955056179775,0,5,189.6654621750787
9202.0,1.0,1.0,2.0,2.0,0.32,0.3333,0.93,0.1343,11.0,221.0,232.0,54925,1,7,60,8,2,1,0,0.29760000000000003,0.04954954954954955,0,8,189.21590643274854
9203.0,1.0,1.0,2.0,2.0,0.32,0.3333,0.93,0.1343,11.0,479.0,490.0,62412,5,9,81,4,0,0,1,0.29760000000000003,0.022916666666666665,0,14,189.6654621750787
9204.0,1.0,1.0,2.0,2.0,0.32,0.3333,0.87,0.0896,11.0,244.0,255.0,76946,2,10,2,1,0,0,0,0.2784,0.044897959183673466,0,12,189.6654621750787
9205.0,1.0,1.0,2.0,1.0,0.32,0.3333,0.93,0.0896,23.0,93.0,116.0,43166,5,3,95,9,0,0,0,0.29760000000000003,0.24468085106382978,0,8,189.6654621750787
9206.0,1.0,1.0,2.0,1.0,0.34,0.3333,0.87,0.1343,30.0,123.0,153.0,47417,4,7,86,6,2,0,0,0.2958,0.24193548387096775,0,11,189.6654621750787
9207.0,1.0,1.0,2.0,1.0,0.34,0.3333,0.87,0.1642,25.0,150.0,175.0,31237,1,10,67,7,1,0,1,0.2958,0.16556291390728478,0,11,189.6654621750787
9208.0,1.0,1.0,2.0,1.0,0.34,0.3333,0.87,0.1642,33.0,170.0,203.0,81862,2,1,93,1,2,1,1,0.2958,0.19298245614035087,0,3,189.21590643274854
9209.0,1.0,1.0,2.0,1.0,0.36,0.3485,0.81,0.2239,35.0,138.0,173.0,33368,3,2,5,4,1,1,1,0.2916,0.2517985611510791,0,5,189.21590643274854
9210.0,1.0,1.0,2.0,2.0,0.4,0.4091,0.71,0.1642,52.0,156.0,208.0,87083,3,7,93,8,0,1,0,0.284,0.33121019108280253,0,10,189.21590643274854
9211.0,1.0,1.0,2.0,1.0,0.4,0.4091,0.71,0.1343,35.0,243.0,278.0,63014,5,8,32,3,1,0,0,0.284,0.14344262295081966,0,13,189.6654621750787
9212.0,1.0,1.0,2.0,1.0,0.42,0.4242,0.67,0.0896,41.0,474.0,515.0,91899,2,1,98,4,1,1,1,0.2814,0.0863157894736842,0,3,189.21590643274854
9213.0,1.0,1.0,2.0,1.0,0.4,0.4091,0.62,0.0896,32.0,391.0,423.0,36137,4,1,96,7,2,0,1,0.248,0.08163265306122448,0,5,189.6654621750787
9214.0,1.0,1.0,2.0,1.0,0.44,0.4394,0.51,0.0896,20.0,311.0,,80403,5,1,28,6,0,1,1,0.22440000000000002,0.0641025641025641,0,6,189.21590643274854
9215.0,1.0,1.0,2.0,1.0,0.32,0.3485,0.76,0.0,18.0,211.0,229.0,72662,4,6,42,5,1,0,1,0.2432,0.08490566037735849,0,10,189.6654621750787
9216.0,1.0,1.0,2.0,1.0,0.36,0.3788,0.71,0.0,18.0,154.0,172.0,86395,1,6,1,1,2,0,0,0.2556,0.11612903225806452,0,7,189.6654621750787
9217.0,1.0,1.0,2.0,1.0,0.32,0.3485,0.81,0.0,14.0,111.0,125.0,68076,3,5,24,3,1,0,0,0.25920000000000004,0.125,0,8,189.6654621750787
9218.0,1.0,1.0,2.0,1.0,0.32,0.3485,0.76,0.0,19.0,80.0,99.0,35228,4,5,17,4,2,0,0,0.2432,0.2345679012345679,0,9,189.6654621750787
9219.0,,1.0,3.0,1.0,0.26,0.303,0.93,0.0,6.0,25.0,31.0,74718,2,5,25,2,1,0,1,0.24180000000000001,0.23076923076923078,0,7,189.6654621750787
9220.0,,1.0,3.0,1.0,0.3,0.2879,0.7,0.2239,4.0,9.0,13.0,81386,5,2,3,9,1,0,1,0.21,0.4,0,7,189.6654621750787
9221.0,1.0,1.0,3.0,1.0,0.28,0.2727,0.7,0.194,3.0,3.0,6.0,24863,4,10,98,10,2,1,1,0.196,0.75,0,14,189.21590643274854
9222.0,1.0,1.0,3.0,1.0,0.26,0.2576,0.75,,,1.0,1.0,35712,1,10,69,5,2,1,0,0.195,,0,11,189.21590643274854
9223.0,1.0,1.0,3.0,1.0,0.26,0.2424,0.7,0.2836,0.0,4.0,4.0,42326,3,5,75,9,1,0,1,0.182,0.0,0,8,189.6654621750787
9224.0,1.0,1.0,,,0.26,0.2424,0.7,0.2836,0.0,33.0,33.0,81805,3,8,35,1,0,0,0,0.182,0.0,0,11,189.6654621750787
9225.0,1.0,1.0,3.0,1.0,0.24,0.2273,0.73,0.2239,1.0,87.0,88.0,95006,3,9,22,9,1,1,0,0.1752,0.011363636363636364,0,12,189.21590643274854
9226.0,1.0,1.0,3.0,1.0,0.24,0.2273,0.75,0.2239,14.0,243.0,257.0,85753,3,4,2,4,2,1,1,0.18,0.05737704918032787,0,7,189.21590643274854
9227.0,1.0,1.0,3.0,1.0,0.24,0.2273,0.7,0.2537,18.0,495.0,513.0,88031,4,5,15,5,1,0,1,0.16799999999999998,0.036290322580645164,0,9,189.6654621750787
9228.0,1.0,1.0,3.0,1.0,0.24,0.2273,0.7,0.2537,18.0,218.0,236.0,47337,5,8,86,2,2,0,0,0.16799999999999998,0.0821917808219178,0,13,189.6654621750787
9229.0,1.0,1.0,3.0,2.0,0.26,0.2273,0.7,0.3284,30.0,111.0,141.0,84648,4,8,77,1,2,0,1,0.182,0.26785714285714285,0,12,189.6654621750787
9230.0,1.0,1.0,3.0,2.0,0.3,0.2727,0.61,0.2985,52.0,105.0,157.0,38833,3,9,25,7,2,1,0,0.183,0.49056603773584906,0,12,189.21590643274854
9231.0,1.0,1.0,3.0,1.0,0.32,0.3333,0.53,0.1343,46.0,147.0,193.0,88988,4,7,62,5,1,0,0,0.1696,0.3108108108108108,0,11,189.6654621750787
9232.0,1.0,1.0,3.0,1.0,0.34,,0.49,0.1343,63.0,149.0,212.0,24196,1,3,94,7,2,0,1,0.1666,0.42,0,4,189.6654621750787
9233.0,1.0,1.0,3.0,1.0,0.34,0.3485,0.49,0.0896,53.0,107.0,160.0,55796,5,7,95,3,0,0,1,0.1666,0.49074074074074076,0,12,189.6654621750787
9234.0,1.0,1.0,3.0,1.0,0.36,0.3788,0.46,0.0,30.0,125.0,155.0,68808,4,1,58,9,1,1,1,0.1656,0.23809523809523808,0,5,189.21590643274854
9235.0,1.0,1.0,3.0,1.0,0.34,0.3333,0.53,0.1642,29.0,217.0,246.0,92980,2,9,99,10,1,0,0,0.18020000000000003,0.13302752293577982,0,11,189.6654621750787
9236.0,1.0,1.0,3.0,1.0,0.36,0.3485,0.53,0.1642,27.0,443.0,470.0,39184,2,5,18,1,2,0,1,0.1908,0.060810810810810814,0,7,189.6654621750787
9237.0,1.0,1.0,3.0,1.0,0.32,0.3333,0.66,0.1343,24.0,415.0,439.0,71279,1,5,17,3,0,0,0,0.21120000000000003,0.057692307692307696,0,6,189.6654621750787
9238.0,1.0,1.0,3.0,2.0,0.34,0.3636,,0.0,5.0,311.0,316.0,44334,4,4,72,8,2,1,1,,0.016025641025641024,0,8,189.21590643274854
9239.0,1.0,1.0,3.0,1.0,0.32,0.3182,0.61,0.194,10.0,225.0,235.0,90207,5,9,15,6,1,1,1,0.1952,0.04424778761061947,0,14,189.21590643274854
9240.0,1.0,1.0,3.0,1.0,0.3,0.3333,0.65,0.0,19.0,166.0,185.0,25333,4,10,67,1,1,1,1,0.195,0.11377245508982035,0,14,189.21590643274854
9241.0,1.0,1.0,3.0,1.0,0.3,0.3182,0.65,0.0896,12.0,101.0,113.0,67251,5,1,51,8,0,0,1,0.195,0.11764705882352941,0,6,189.6654621750787
9242.0,1.0,1.0,,2.0,0.28,0.3182,0.65,0.0,3.0,63.0,66.0,71962,1,7,13,6,1,1,0,0.18200000000000002,0.046875,0,8,189.21590643274854
9243.0,1.0,1.0,4.0,2.0,0.28,0.2879,0.75,0.1045,3.0,22.0,25.0,49903,5,5,73,6,0,0,1,0.21000000000000002,0.13043478260869565,0,10,189.6654621750787
9244.0,1.0,1.0,4.0,2.0,0.28,0.3182,0.75,0.0,5.0,16.0,21.0,54312,4,9,24,2,0,0,0,0.21000000000000002,0.29411764705882354,0,13,189.6654621750787
9245.0,1.0,1.0,4.0,2.0,0.28,0.2727,0.75,0.1642,1.0,6.0,7.0,89426,2,2,51,3,2,1,0,0.21000000000000002,0.14285714285714285,0,4,189.21590643274854
9246.0,1.0,1.0,4.0,2.0,0.28,0.303,0.75,0.0896,,5.0,6.0,45906,5,8,76,4,1,1,0,0.21000000000000002,,0,13,189.21590643274854
