instant,yr,mnth,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,income_level,user_satisfaction,bike_infrastructure_score,air_pollution_index,public_transport_access,user_activity_level_encoded,user_type_encoded,zone_type_encoded
11104.0,1.0,4.0,4.0,1.0,0.44,0.4394,0.33,0.2537,26.0,254.0,280.0,92852,3,6,51,2,1,0,1
11105.0,1.0,4.0,4.0,1.0,0.42,0.4242,0.35,0.1343,13.0,174.0,187.0,59849,2,1,36,5,2,1,0
11106.0,1.0,4.0,4.0,1.0,0.42,0.4242,0.35,0.194,15.0,143.0,158.0,35743,4,5,67,1,1,0,0
11107.0,1.0,4.0,4.0,1.0,0.42,0.4242,0.35,0.194,8.0,86.0,94.0,85421,4,3,25,10,2,1,1
11108.0,,4.0,5.0,1.0,0.4,0.4091,0.37,0.2537,,41.0,55.0,74285,4,2,44,7,1,1,0
11109.0,1.0,4.0,5.0,1.0,0.36,0.3485,0.46,0.194,2.0,28.0,30.0,31930,2,5,35,9,1,1,0
11110.0,1.0,4.0,5.0,1.0,0.34,0.3333,0.49,0.194,6.0,5.0,11.0,48693,5,9,35,9,0,1,0
11111.0,1.0,4.0,5.0,1.0,0.34,0.3333,0.61,0.1642,3.0,8.0,11.0,43805,3,3,45,8,0,0,0
11112.0,1.0,4.0,5.0,2.0,0.34,0.3333,0.53,0.1343,1.0,4.0,5.0,35725,4,5,58,5,1,0,1
11113.0,1.0,4.0,5.0,2.0,0.34,0.3333,,0.1642,2.0,19.0,21.0,58248,2,4,56,2,2,0,0
11114.0,1.0,4.0,5.0,1.0,0.32,0.3182,0.57,0.1642,0.0,84.0,84.0,58507,2,5,21,9,2,0,1
11115.0,1.0,4.0,5.0,1.0,0.34,0.3182,0.61,0.2239,13.0,283.0,296.0,21008,4,7,79,1,1,0,0
11116.0,1.0,4.0,5.0,1.0,0.38,0.3939,0.46,0.1642,24.0,539.0,563.0,67376,4,4,89,4,0,0,1
11117.0,1.0,4.0,5.0,1.0,0.42,0.4242,0.41,0.1642,36.0,294.0,330.0,95306,2,7,14,1,2,1,1
11118.0,1.0,4.0,5.0,1.0,0.44,,0.38,0.194,59.0,133.0,192.0,31475,2,5,52,4,0,0,0
11119.0,1.0,4.0,5.0,1.0,0.46,0.4545,0.36,0.1343,75.0,158.0,233.0,66205,3,2,30,5,2,1,0
11120.0,1.0,4.0,5.0,1.0,0.5,0.4848,0.31,0.0,104.0,218.0,322.0,82993,5,6,56,5,0,0,0
11121.0,1.0,4.0,5.0,1.0,0.52,0.5,0.27,0.2836,112.0,246.0,358.0,92832,1,9,77,3,0,1,1
11122.0,1.0,4.0,5.0,1.0,0.52,0.5,0.27,0.0,125.0,223.0,348.0,61977,1,2,33,8,0,0,0
11123.0,1.0,4.0,5.0,1.0,0.54,0.5152,0.28,0.2537,,237.0,352.0,63676,3,9,86,1,0,1,0
11124.0,1.0,4.0,5.0,1.0,0.56,0.5303,0.26,0.2537,113.0,350.0,463.0,68824,3,2,12,3,1,1,1
11125.0,1.0,4.0,5.0,1.0,0.56,0.5303,0.24,0.1642,117.0,621.0,738.0,74540,3,4,55,8,1,1,0
11126.0,1.0,4.0,5.0,1.0,0.54,0.5152,0.26,0.1343,107.0,564.0,671.0,54454,5,7,18,4,0,0,1
11127.0,1.0,4.0,5.0,1.0,0.54,0.5152,0.24,0.1642,75.0,352.0,427.0,75755,4,3,51,6,2,1,1
11128.0,1.0,4.0,5.0,1.0,0.5,0.4848,0.29,0.1343,44.0,242.0,286.0,52238,5,8,33,7,2,0,0
11129.0,1.0,4.0,5.0,1.0,0.5,0.4848,0.36,0.0,36.0,153.0,189.0,47585,4,8,1,8,0,1,1
11130.0,1.0,4.0,5.0,1.0,0.44,0.4394,0.62,0.1045,34.0,181.0,215.0,67798,5,9,100,3,1,0,0
11131.0,1.0,4.0,5.0,1.0,0.42,0.4242,0.62,0.0896,35.0,163.0,198.0,79196,3,8,75,2,1,0,1
11132.0,1.0,4.0,6.0,1.0,0.4,0.4091,0.58,0.1343,11.0,85.0,96.0,63542,2,10,70,5,0,1,1
11133.0,1.0,4.0,6.0,1.0,0.4,0.4091,0.58,0.1343,10.0,60.0,70.0,60749,5,2,54,10,2,0,0
,1.0,4.0,6.0,1.0,0.38,0.3939,0.66,0.1343,3.0,53.0,56.0,78498,3,4,7,10,0,1,0
11135.0,1.0,4.0,6.0,1.0,0.36,0.3636,0.66,0.0896,6.0,26.0,32.0,42210,5,7,82,10,2,0,1
11136.0,1.0,4.0,6.0,1.0,0.36,0.3636,0.71,0.1045,5.0,9.0,14.0,94402,3,6,21,3,2,1,0
11137.0,1.0,4.0,6.0,,0.36,0.3636,0.66,0.1045,2.0,5.0,7.0,46560,4,10,77,9,1,1,1
11138.0,1.0,4.0,6.0,1.0,0.34,0.3333,0.76,0.1642,2.0,19.0,,35184,1,3,50,4,0,1,1
11139.0,1.0,4.0,6.0,1.0,0.36,0.3636,0.71,0.1045,8.0,56.0,64.0,29972,4,5,32,7,0,0,0
11140.0,1.0,4.0,6.0,1.0,0.36,0.3485,0.71,0.1343,24.0,136.0,160.0,39911,4,10,1,5,1,0,1
11141.0,1.0,4.0,6.0,1.0,0.42,0.4242,0.54,0.1343,59.0,206.0,265.0,33442,2,1,2,9,1,0,0
11142.0,1.0,4.0,6.0,1.0,0.46,0.4545,0.51,0.1642,139.0,267.0,406.0,62567,1,7,92,2,1,1,1
11143.0,1.0,4.0,6.0,1.0,0.52,0.5,0.45,0.194,207.0,357.0,564.0,99189,4,7,40,9,2,1,0
11144.0,1.0,4.0,6.0,1.0,0.58,0.5455,0.35,0.2537,274.0,404.0,678.0,91014,5,9,37,7,0,1,1
,1.0,4.0,6.0,1.0,0.62,0.6212,0.33,0.2985,308.0,370.0,678.0,58621,5,1,20,3,0,1,1
11146.0,1.0,4.0,6.0,2.0,0.64,0.6212,0.27,0.4478,288.0,372.0,660.0,37132,1,9,63,1,1,0,1
11147.0,1.0,4.0,6.0,2.0,0.64,0.6212,0.27,0.3582,,347.0,658.0,67771,3,2,90,5,2,1,0
11148.0,1.0,4.0,6.0,2.0,0.64,0.6212,0.27,0.3582,253.0,329.0,582.0,39499,5,9,42,9,2,1,0
11149.0,1.0,4.0,6.0,2.0,0.62,0.6212,0.33,0.2537,251.0,309.0,560.0,78664,2,7,12,10,2,1,1
11150.0,1.0,4.0,6.0,2.0,0.62,0.6212,0.35,0.2239,197.0,284.0,481.0,89537,2,8,80,7,1,1,0
11151.0,1.0,4.0,6.0,2.0,0.6,0.6212,0.4,0.1642,163.0,296.0,459.0,45309,2,1,53,1,0,1,1
11152.0,1.0,4.0,6.0,2.0,0.56,0.5303,0.46,0.1343,112.0,209.0,321.0,28603,3,10,18,9,1,1,1
11153.0,1.0,4.0,6.0,2.0,0.56,0.5303,0.43,0.1343,53.0,167.0,220.0,87863,1,4,51,2,0,1,1
11154.0,,4.0,6.0,2.0,0.54,0.5152,0.52,0.1642,64.0,148.0,212.0,70569,5,2,81,4,0,1,0
11155.0,1.0,4.0,6.0,2.0,0.54,0.5152,0.56,0.194,45.0,151.0,196.0,73705,2,4,79,1,0,0,1
11156.0,1.0,4.0,0.0,2.0,0.54,0.5152,0.56,0.194,30.0,94.0,124.0,76616,1,6,55,9,0,0,0
11157.0,,4.0,0.0,2.0,0.54,0.5152,0.56,,17.0,89.0,106.0,91675,1,4,92,1,2,0,1
11158.0,1.0,4.0,0.0,2.0,0.54,0.5152,0.56,0.1045,20.0,54.0,74.0,80359,1,3,49,7,2,1,1
11159.0,1.0,4.0,0.0,2.0,0.52,0.5,0.59,0.1343,18.0,27.0,45.0,39972,2,9,96,6,2,1,0
11160.0,1.0,4.0,0.0,2.0,0.54,0.5152,0.52,0.0,2.0,10.0,12.0,31416,5,3,35,4,1,0,0
11161.0,1.0,4.0,0.0,1.0,0.5,0.4848,0.68,0.1642,4.0,6.0,10.0,56563,1,6,7,6,2,1,0
11162.0,1.0,4.0,0.0,1.0,0.5,0.4848,0.63,0.1343,5.0,11.0,16.0,46330,4,10,11,8,1,0,1
11163.0,1.0,4.0,0.0,1.0,0.5,0.4848,0.63,0.1045,16.0,30.0,46.0,40023,5,9,22,6,1,1,1
11164.0,1.0,4.0,0.0,1.0,0.52,0.5,0.59,0.0,33.0,64.0,97.0,60609,5,1,86,10,2,1,1
11165.0,1.0,4.0,0.0,1.0,0.54,0.5152,0.56,0.2239,97.0,154.0,251.0,63727,3,7,57,10,0,0,0
11166.0,1.0,4.0,0.0,1.0,0.58,0.5455,0.53,0.2239,186.0,235.0,421.0,26890,3,8,97,6,0,1,1
11167.0,1.0,4.0,0.0,1.0,0.62,0.6212,0.46,0.2985,227.0,301.0,528.0,78094,4,6,33,10,1,0,0
11168.0,1.0,4.0,0.0,1.0,0.64,0.6212,0.44,0.2836,275.0,360.0,635.0,29789,2,1,99,10,2,1,0
11169.0,1.0,4.0,0.0,1.0,0.66,0.6212,0.44,0.2836,298.0,383.0,681.0,92468,1,9,50,2,1,1,1
11170.0,1.0,4.0,0.0,1.0,0.7,0.6364,0.39,0.2836,282.0,346.0,628.0,21274,4,4,60,3,2,1,0
11171.0,1.0,4.0,0.0,1.0,0.7,0.6364,0.39,0.3881,266.0,351.0,617.0,61889,3,5,25,6,2,0,1
11172.0,1.0,4.0,0.0,1.0,0.72,0.6515,0.39,0.3582,286.0,330.0,616.0,85860,5,2,97,7,1,1,0
11173.0,1.0,4.0,0.0,1.0,0.7,0.6364,0.42,0.3284,262.0,361.0,623.0,33866,3,9,97,4,2,0,1
11174.0,1.0,4.0,0.0,1.0,0.7,0.6364,0.42,0.2537,184.0,295.0,479.0,46105,3,8,82,9,1,1,0
11175.0,1.0,4.0,0.0,1.0,0.7,0.6364,,0.2537,114.0,265.0,379.0,69559,4,3,20,6,2,1,0
11176.0,1.0,4.0,0.0,1.0,0.64,0.6212,0.5,0.2239,,205.0,291.0,97718,2,3,12,8,2,0,0
11177.0,1.0,4.0,0.0,1.0,0.62,0.6212,0.57,0.2537,76.0,153.0,229.0,24331,5,3,98,6,2,0,1
11178.0,1.0,4.0,0.0,1.0,0.68,0.6364,0.44,0.3582,37.0,97.0,134.0,91524,1,4,42,9,2,1,0
11179.0,,4.0,0.0,1.0,0.66,0.6212,0.5,0.3881,,65.0,90.0,70644,4,6,25,7,0,0,0
11180.0,1.0,4.0,1.0,1.0,0.64,0.6212,0.53,0.3284,15.0,26.0,41.0,53065,3,2,77,9,1,1,0
11181.0,1.0,4.0,1.0,,0.62,0.6061,0.61,0.3582,7.0,21.0,28.0,79870,1,3,85,6,1,0,1
11182.0,1.0,4.0,1.0,1.0,,0.6061,0.64,0.2537,5.0,9.0,14.0,70430,4,1,45,5,0,0,1
11183.0,1.0,4.0,1.0,1.0,0.58,0.5455,0.68,0.194,3.0,5.0,8.0,43800,5,8,13,1,0,0,0
11184.0,1.0,4.0,1.0,1.0,0.54,0.5152,0.77,0.2239,0.0,6.0,6.0,32835,3,9,56,6,0,1,0
11185.0,1.0,4.0,1.0,1.0,0.54,0.5152,0.77,0.2239,4.0,34.0,38.0,93283,2,1,25,7,2,0,0
11186.0,1.0,4.0,1.0,1.0,0.52,0.5,0.83,0.1642,10.0,123.0,133.0,75514,3,2,62,3,1,1,1
11187.0,1.0,4.0,1.0,1.0,0.52,0.5,0.83,0.1343,20.0,367.0,387.0,75370,3,8,91,9,1,0,1
11188.0,1.0,4.0,1.0,2.0,0.56,0.5303,0.83,0.1642,48.0,549.0,597.0,50363,4,5,86,7,0,1,0
11189.0,1.0,4.0,1.0,1.0,0.62,0.6061,0.69,0.2239,59.0,238.0,297.0,99010,3,1,49,3,1,1,0
11190.0,1.0,4.0,1.0,1.0,0.62,0.6061,0.69,0.2537,75.0,149.0,224.0,22731,4,4,30,9,0,0,1
11191.0,1.0,4.0,1.0,1.0,0.64,0.6061,0.65,0.2537,115.0,136.0,251.0,99470,3,5,66,7,1,0,0
11192.0,1.0,4.0,1.0,1.0,0.68,0.6364,,0.2537,75.0,196.0,271.0,30347,3,10,48,6,2,0,1
11193.0,1.0,4.0,1.0,1.0,0.74,0.6667,0.45,0.2985,79.0,184.0,263.0,42038,2,6,38,8,0,1,1
11194.0,1.0,4.0,1.0,1.0,0.76,0.6818,0.45,0.3284,105.0,183.0,288.0,54823,3,7,72,1,1,0,1
11195.0,1.0,4.0,1.0,1.0,0.8,0.697,0.33,0.4478,81.0,194.0,275.0,74660,4,1,40,8,0,0,0
11196.0,1.0,4.0,1.0,1.0,0.8,0.697,0.33,0.4627,92.0,266.0,358.0,28444,5,7,62,4,1,1,0
11197.0,1.0,4.0,1.0,1.0,0.8,0.697,0.33,0.3881,111.0,601.0,712.0,64053,3,5,69,3,1,0,0
11198.0,1.0,4.0,1.0,1.0,0.8,0.697,0.31,0.3881,87.0,589.0,676.0,74705,5,9,27,7,1,0,1
11199.0,1.0,4.0,1.0,1.0,0.76,0.6667,0.35,0.3881,61.0,461.0,522.0,33242,5,9,81,1,1,0,0
11200.0,1.0,4.0,1.0,1.0,0.74,0.6515,0.37,0.2985,48.0,327.0,375.0,93762,2,1,68,7,1,0,1
11201.0,1.0,4.0,1.0,1.0,0.68,0.6364,0.51,0.2537,39.0,232.0,271.0,66032,2,7,8,8,1,0,1
11202.0,1.0,4.0,1.0,1.0,0.68,0.6364,0.51,0.2537,35.0,179.0,214.0,82751,4,7,90,3,0,1,0
11203.0,1.0,4.0,1.0,1.0,0.7,0.6364,0.45,0.2985,24.0,97.0,121.0,94990,5,2,12,8,2,1,0
11204.0,1.0,4.0,2.0,1.0,0.66,,0.54,0.194,10.0,33.0,43.0,56373,2,2,34,1,1,0,0
11205.0,1.0,4.0,2.0,1.0,0.64,0.6212,0.57,0.1642,6.0,5.0,11.0,38042,5,8,21,9,0,0,1
11206.0,1.0,4.0,2.0,1.0,0.56,0.5303,0.83,0.1045,1.0,3.0,4.0,67532,5,6,88,8,0,0,1
11207.0,1.0,4.0,2.0,1.0,0.56,0.5303,0.83,0.0896,0.0,6.0,6.0,34132,1,1,59,7,0,1,0
11208.0,1.0,4.0,,1.0,0.66,0.6212,0.44,0.2239,3.0,6.0,9.0,52980,1,1,24,1,2,0,0
11209.0,1.0,4.0,2.0,1.0,0.6,0.6212,0.53,0.2537,1.0,29.0,30.0,49163,3,7,44,7,1,0,1
11210.0,1.0,4.0,2.0,1.0,0.6,0.6212,0.46,0.2537,8.0,136.0,144.0,84315,4,9,49,4,1,1,1
11211.0,1.0,4.0,2.0,1.0,0.6,0.6212,0.43,0.2537,18.0,443.0,461.0,55431,3,6,98,10,2,1,1
11212.0,1.0,4.0,2.0,1.0,0.6,0.6212,0.43,0.2239,42.0,631.0,673.0,26422,3,6,36,9,0,1,1
11213.0,1.0,4.0,2.0,1.0,0.6,0.6212,0.38,0.4925,71.0,329.0,400.0,35676,1,5,3,5,2,1,0
11214.0,1.0,4.0,2.0,1.0,0.6,0.6212,0.38,0.4179,52.0,165.0,217.0,92381,5,10,49,5,2,0,1
11215.0,1.0,4.0,2.0,1.0,0.6,0.6212,0.33,0.4179,65.0,174.0,239.0,27892,5,4,21,8,1,0,0
11216.0,1.0,4.0,2.0,1.0,0.6,0.6212,0.33,0.3582,65.0,179.0,244.0,45927,5,4,41,5,1,0,1
11217.0,1.0,4.0,2.0,1.0,0.62,0.6212,0.29,0.2537,52.0,187.0,239.0,53014,3,6,55,6,2,1,1
11218.0,1.0,4.0,2.0,1.0,0.64,0.6212,0.27,0.2836,59.0,198.0,257.0,48705,3,6,84,4,1,1,1
11219.0,1.0,4.0,2.0,1.0,0.66,0.6212,0.24,0.3284,91.0,217.0,308.0,96640,2,10,62,2,2,0,1
11220.0,1.0,4.0,2.0,1.0,0.68,0.6212,0.22,0.3582,50.0,320.0,370.0,83823,4,3,1,1,1,0,0
11221.0,1.0,4.0,2.0,1.0,0.64,0.6061,0.25,0.2985,108.0,673.0,781.0,20721,2,6,33,7,1,1,1
11222.0,1.0,4.0,2.0,1.0,0.64,0.6061,0.25,0.2836,105.0,670.0,775.0,28114,1,4,37,7,2,1,1
11223.0,1.0,4.0,2.0,1.0,0.6,0.6061,0.26,0.2537,73.0,464.0,537.0,42456,2,2,81,7,1,1,1
11224.0,1.0,4.0,2.0,1.0,0.6,0.6061,0.23,0.2836,44.0,358.0,402.0,32518,3,5,22,6,1,1,1
11225.0,1.0,4.0,2.0,1.0,0.56,0.5303,0.26,0.2985,37.0,260.0,297.0,40066,5,6,60,6,0,1,0
11226.0,1.0,4.0,2.0,1.0,0.54,0.5152,0.3,0.2537,18.0,144.0,162.0,43341,3,3,54,10,2,1,0
11227.0,1.0,4.0,2.0,1.0,0.54,0.5152,0.32,0.2239,10.0,72.0,82.0,99950,5,6,95,2,2,0,0
11228.0,1.0,4.0,3.0,1.0,0.54,0.5152,0.32,0.1642,3.0,35.0,38.0,46750,1,9,19,10,2,1,0
11229.0,1.0,4.0,3.0,1.0,0.52,0.5,0.34,0.194,1.0,13.0,14.0,98557,3,10,26,2,0,0,0
11230.0,1.0,,3.0,2.0,0.5,0.4848,0.42,0.194,1.0,8.0,9.0,43712,3,1,40,3,2,0,0
11231.0,1.0,4.0,3.0,2.0,0.5,0.4848,0.42,0.2239,0.0,6.0,,28207,5,7,45,1,1,1,0
11232.0,1.0,4.0,3.0,2.0,0.5,0.4848,0.42,0.2836,0.0,7.0,7.0,65443,3,3,72,1,1,1,0
11233.0,1.0,4.0,3.0,2.0,0.5,0.4848,0.39,0.2836,0.0,34.0,34.0,26717,5,9,22,4,2,1,1
11234.0,1.0,4.0,3.0,2.0,0.5,0.4848,0.39,0.2836,6.0,128.0,134.0,88624,1,9,22,7,0,0,1
11235.0,1.0,4.0,3.0,2.0,0.5,0.4848,0.39,0.194,10.0,408.0,418.0,53601,4,2,82,2,2,1,0
11236.0,1.0,4.0,3.0,3.0,0.5,0.4848,0.39,0.194,25.0,551.0,576.0,51111,1,1,51,5,2,1,1
11237.0,1.0,4.0,3.0,3.0,0.48,0.4697,0.44,0.2985,20.0,245.0,265.0,68910,2,8,37,7,0,0,0
11238.0,1.0,,3.0,3.0,0.48,0.4697,0.47,0.2239,31.0,116.0,147.0,45385,2,10,61,10,2,1,0
11239.0,1.0,4.0,3.0,3.0,0.46,0.4545,0.47,0.2537,14.0,105.0,119.0,83193,1,7,1,10,2,1,1
11240.0,1.0,4.0,3.0,3.0,0.46,0.4545,0.51,0.1045,15.0,95.0,110.0,20167,5,1,31,5,0,1,0
11241.0,1.0,4.0,3.0,3.0,0.46,,0.59,0.0,13.0,51.0,64.0,96669,5,5,34,2,0,1,0
11242.0,1.0,4.0,3.0,3.0,0.44,,0.72,0.1045,8.0,43.0,51.0,72385,2,6,63,1,0,1,0
11243.0,1.0,4.0,3.0,3.0,0.42,0.4242,0.77,0.194,10.0,88.0,98.0,49538,4,1,67,1,1,1,0
11244.0,1.0,4.0,3.0,2.0,0.42,0.4242,0.77,0.2239,36.0,199.0,235.0,87362,4,2,26,7,1,1,1
11245.0,1.0,4.0,3.0,2.0,0.42,0.4242,0.77,0.194,46.0,442.0,488.0,22338,4,3,89,6,1,0,1
11246.0,1.0,4.0,3.0,2.0,0.42,0.4242,0.77,,27.0,478.0,505.0,74647,3,7,69,6,1,0,0
11247.0,1.0,4.0,3.0,2.0,,0.4242,0.77,0.1343,26.0,342.0,368.0,35242,4,9,61,6,0,1,1
11248.0,1.0,4.0,3.0,2.0,0.42,0.4242,0.77,0.1045,8.0,252.0,260.0,90693,3,8,44,2,0,0,0
11249.0,1.0,4.0,3.0,2.0,0.42,0.4242,0.82,0.0896,24.0,165.0,189.0,59073,4,3,98,9,1,0,1
11250.0,1.0,4.0,3.0,2.0,0.42,0.4242,0.77,0.0896,9.0,153.0,162.0,26522,2,2,7,7,2,0,1
11251.0,1.0,4.0,3.0,2.0,0.42,0.4242,0.77,0.0,14.0,56.0,70.0,96226,5,1,66,4,0,0,1
11252.0,1.0,4.0,4.0,3.0,0.42,0.4242,0.77,0.0,5.0,20.0,25.0,35104,5,3,99,7,2,0,0
11253.0,1.0,4.0,4.0,3.0,0.42,0.4242,0.77,0.1045,2.0,11.0,13.0,67537,5,10,9,1,2,1,1
11254.0,1.0,4.0,4.0,2.0,0.42,0.4242,0.77,0.0,2.0,4.0,6.0,85177,2,8,1,5,1,1,1
11255.0,,4.0,4.0,2.0,0.42,,0.77,0.0,1.0,3.0,4.0,34510,1,10,47,8,2,0,0
11256.0,1.0,4.0,4.0,2.0,0.42,0.4242,0.71,0.0,0.0,4.0,4.0,37748,3,7,48,3,1,1,1
11257.0,1.0,4.0,4.0,1.0,0.4,0.4091,0.82,0.0,0.0,30.0,30.0,84395,2,10,99,5,0,0,0
11258.0,1.0,4.0,4.0,2.0,0.4,0.4091,0.82,0.1045,4.0,116.0,120.0,32604,4,1,71,1,1,1,1
11259.0,1.0,4.0,4.0,2.0,0.4,0.4091,0.82,0.1343,15.0,391.0,406.0,40965,4,3,35,2,0,0,1
11260.0,,4.0,4.0,2.0,0.42,,0.82,0.1045,26.0,651.0,677.0,96230,1,4,86,9,0,0,0
11261.0,1.0,4.0,4.0,2.0,0.46,0.4545,0.72,0.0,31.0,270.0,301.0,39757,4,2,67,1,1,1,1
11262.0,1.0,4.0,4.0,1.0,0.48,0.4697,0.63,0.0896,46.0,143.0,189.0,71890,1,8,44,7,0,1,1
11263.0,1.0,4.0,4.0,1.0,0.52,0.5,0.48,0.0,46.0,183.0,229.0,24840,3,10,4,3,2,1,1
11264.0,1.0,4.0,4.0,1.0,0.54,0.5152,0.49,0.0,51.0,213.0,264.0,54419,1,10,56,4,1,0,1
11265.0,1.0,4.0,4.0,1.0,0.56,0.5303,0.46,0.0,52.0,186.0,238.0,97444,1,7,21,8,1,1,1
11266.0,1.0,4.0,4.0,1.0,0.58,0.5455,0.43,0.0,54.0,183.0,237.0,54051,3,6,39,7,2,1,1
11267.0,1.0,4.0,4.0,1.0,0.6,0.6212,0.43,0.0,66.0,196.0,262.0,63268,5,10,55,2,2,0,1
11268.0,1.0,4.0,4.0,1.0,0.62,0.6212,0.41,0.1045,63.0,324.0,387.0,70785,5,1,66,9,1,1,1
11269.0,1.0,4.0,4.0,1.0,0.6,0.6212,0.43,,85.0,663.0,748.0,65614,3,10,20,1,0,1,1
11270.0,1.0,4.0,4.0,1.0,0.6,0.6212,0.43,0.0896,99.0,677.0,776.0,82103,1,1,21,5,2,0,1
11271.0,,4.0,4.0,1.0,0.58,0.5455,0.46,0.1343,70.0,516.0,586.0,53723,4,1,71,4,2,1,1
11272.0,1.0,4.0,4.0,1.0,0.56,0.5303,0.49,0.2239,52.0,352.0,404.0,23170,1,6,42,8,2,0,0
11273.0,1.0,4.0,,1.0,0.52,0.5,0.55,0.1045,27.0,240.0,267.0,85036,5,2,46,5,2,0,1
11274.0,1.0,4.0,4.0,1.0,0.52,0.5,0.59,0.194,29.0,219.0,248.0,56791,4,3,61,8,2,1,0
11275.0,1.0,4.0,4.0,1.0,0.5,0.4848,0.63,0.1045,20.0,124.0,144.0,59203,2,6,14,4,1,0,0
11276.0,1.0,4.0,5.0,1.0,0.48,0.4697,0.67,0.1045,5.0,59.0,64.0,72538,5,8,91,10,1,1,1
11277.0,1.0,4.0,5.0,1.0,0.46,0.4545,0.82,0.194,3.0,22.0,25.0,43446,2,3,3,1,0,1,1
11278.0,1.0,,5.0,1.0,0.44,0.4394,0.88,0.194,3.0,18.0,21.0,94107,3,7,95,4,0,0,1
11279.0,1.0,4.0,5.0,1.0,0.44,0.4394,0.88,0.1045,1.0,9.0,10.0,50091,3,10,8,10,2,1,0
11280.0,1.0,4.0,5.0,1.0,0.42,0.4242,0.94,0.1045,0.0,3.0,3.0,56214,4,7,1,10,0,1,1
11281.0,1.0,4.0,5.0,1.0,0.42,0.4242,0.94,0.0,1.0,24.0,25.0,94417,5,4,23,7,1,0,1
11282.0,1.0,4.0,5.0,1.0,0.42,0.4242,0.88,0.0,8.0,105.0,113.0,21290,1,5,98,6,0,0,1
11283.0,1.0,4.0,5.0,1.0,0.42,0.4242,0.94,0.0,9.0,350.0,359.0,57834,4,9,100,2,0,1,1
11284.0,1.0,4.0,5.0,1.0,0.44,0.4394,0.94,0.0,32.0,668.0,700.0,89646,5,1,85,4,1,1,0
11285.0,1.0,4.0,5.0,1.0,0.46,0.4545,0.88,0.0896,30.0,329.0,359.0,38521,3,1,54,10,0,1,1
11286.0,1.0,4.0,5.0,1.0,0.5,0.4848,0.77,0.194,67.0,170.0,237.0,73119,5,8,96,9,1,0,0
11287.0,1.0,4.0,5.0,1.0,0.54,0.5152,0.68,0.1642,64.0,190.0,254.0,83347,3,2,12,6,1,0,0
11288.0,1.0,4.0,5.0,1.0,0.58,0.5455,0.53,0.194,102.0,260.0,362.0,80951,3,5,88,10,1,1,0
11289.0,1.0,4.0,5.0,1.0,0.62,0.6212,0.43,0.194,105.0,276.0,381.0,82314,3,6,15,7,1,0,1
11290.0,1.0,4.0,5.0,1.0,0.64,0.6212,0.44,0.2239,156.0,238.0,394.0,45112,2,9,27,7,0,0,1
11291.0,1.0,4.0,5.0,1.0,0.64,0.6212,0.47,0.194,145.0,262.0,407.0,47184,2,5,25,7,0,1,0
11292.0,1.0,4.0,5.0,1.0,0.66,0.6212,0.44,0.194,151.0,429.0,580.0,49481,5,5,66,4,2,0,0
11293.0,1.0,4.0,5.0,1.0,0.64,0.6212,0.47,0.2836,122.0,697.0,819.0,65438,5,6,25,10,1,0,1
11294.0,1.0,4.0,5.0,1.0,0.62,0.6212,0.5,0.2836,110.0,558.0,668.0,64691,4,5,70,1,2,0,1
11295.0,1.0,4.0,5.0,1.0,0.6,0.6212,0.53,0.194,82.0,,492.0,96043,5,8,7,8,1,0,0
11296.0,1.0,4.0,5.0,1.0,0.58,0.5455,0.56,0.1642,52.0,289.0,341.0,70047,2,3,98,1,0,1,0
11297.0,1.0,4.0,5.0,1.0,0.56,0.5303,0.68,0.1343,35.0,252.0,287.0,80600,1,6,10,5,2,1,1
11298.0,1.0,4.0,5.0,1.0,0.54,0.5152,0.68,0.2537,26.0,176.0,202.0,27737,1,10,46,2,1,1,1
11299.0,1.0,,5.0,1.0,0.52,0.5,0.72,0.1343,31.0,156.0,187.0,97532,2,1,10,5,0,1,0
11300.0,1.0,4.0,6.0,1.0,0.52,0.5,0.77,0.2239,31.0,111.0,142.0,80835,3,2,33,3,0,0,0
11301.0,1.0,4.0,6.0,1.0,0.52,0.5,0.77,0.2239,24.0,64.0,88.0,73713,2,2,11,6,0,0,0
11302.0,,4.0,6.0,1.0,0.52,0.5,0.77,0.1343,12.0,69.0,81.0,99728,4,4,2,3,2,1,0
11303.0,1.0,4.0,6.0,1.0,0.5,0.4848,0.82,0.2239,4.0,25.0,29.0,76832,2,8,91,10,0,1,0
11304.0,1.0,4.0,6.0,1.0,0.5,0.4848,0.82,0.2537,0.0,9.0,9.0,72139,2,4,56,5,2,0,0
11305.0,1.0,4.0,6.0,1.0,0.5,0.4848,0.82,0.2537,0.0,1.0,1.0,88867,5,8,11,3,2,0,1
11306.0,1.0,4.0,6.0,1.0,0.5,0.4848,0.82,0.2239,10.0,21.0,31.0,77677,4,5,5,1,0,0,1
11307.0,1.0,4.0,6.0,1.0,0.5,,0.82,,21.0,55.0,76.0,83134,5,5,26,2,2,1,0
11308.0,1.0,4.0,6.0,1.0,0.52,0.5,0.81,0.2537,52.0,149.0,201.0,44881,2,6,5,4,1,1,1
11309.0,1.0,4.0,6.0,1.0,0.54,0.5152,0.77,0.1642,115.0,216.0,331.0,43262,5,4,69,7,0,1,0
11310.0,1.0,,6.0,1.0,0.6,0.6061,0.64,0.2836,183.0,299.0,482.0,25282,2,3,97,4,1,0,0
