instant,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,user_activity_level,user_type,income_level,zone_type,user_satisfaction,bike_infrastructure_score,air_pollution_index,public_transport_access,user_activity_level_encoded,user_type_encoded,zone_type_encoded
9295.0,1.0,0.2448979591836735,0.2576,0.6,0.1930175149876572,0.0,8.0,8.0,élevé,occasionnel,52424,residentiel,1,8,79,3,2,1,1
9296.0,1.0,0.2244897959183673,0.2576,0.75,0.1053250264488068,0.0,10.0,10.0,élevé,occasionnel,76235,residentiel,3,9,33,5,2,1,1
9297.0,1.0,0.2244897959183673,0.2879,0.7,0.0,3.0,12.0,15.0,moyen,frequent,21247,residentiel,1,8,38,5,1,0,1
9298.0,1.0,0.2040816326530612,0.2727,0.7,0.0,3.0,28.0,15.0,élevé,occasionnel,43398,residentiel,4,1,58,10,2,1,1
9299.0,1.0,0.2040816326530612,0.2273,0.8,0.1053250264488068,9.0,28.0,91.0,faible,frequent,27704,commercial,3,3,3,3,0,0,0
9300.0,1.0,0.2040816326530612,0.2727,0.8,0.0,13.0,145.0,158.0,moyen,occasionnel,25719,commercial,3,5,83,8,1,1,0
9301.0,1.0,0.2448979591836735,0.2727,0.7,0.1578699894204772,27.0,164.0,191.0,élevé,occasionnel,99774,residentiel,5,8,41,10,2,1,1
9302.0,1.0,0.2857142857142857,0.303,0.56,0.1578699894204772,55.0,241.0,296.0,élevé,occasionnel,45454,residentiel,2,3,39,1,2,1,1
9303.0,1.0,0.2857142857142857,0.2879,0.61,0.333372516750911,70.0,244.0,314.0,moyen,occasionnel,76592,residentiel,5,8,39,4,1,1,1
9304.0,1.0,0.326530612244898,0.3182,0.57,0.298224991183731,80.0,293.0,373.0,faible,frequent,30086,residentiel,3,5,28,3,0,0,1
9305.0,1.0,0.3673469387755101,0.3939,0.5,0.4562125308569413,123.0,239.0,362.0,élevé,frequent,67177,commercial,5,9,36,6,2,0,0
9306.0,1.0,0.3877551020408163,0.4091,0.47,0.3860350299753144,90.0,320.0,410.0,faible,occasionnel,29412,commercial,2,1,74,9,0,1,0
9307.0,1.0,0.4081632653061224,0.4242,0.44,0.4210650052897614,131.0,276.0,407.0,faible,frequent,30707,commercial,3,6,14,7,0,0,0
9308.0,1.0,0.4081632653061224,0.4242,0.44,0.4562125308569413,57.0,233.0,290.0,moyen,occasionnel,90217,residentiel,1,10,40,4,1,1,1
9309.0,1.0,0.4081632653061224,0.4242,0.41,0.2631950158692841,40.0,201.0,241.0,faible,occasionnel,20002,residentiel,3,9,52,7,0,1,1
9310.0,2.0,0.4081632653061224,0.4242,0.41,0.6491124955918656,33.0,173.0,206.0,moyen,frequent,61331,residentiel,3,8,21,8,1,0,1
9311.0,1.0,0.3877551020408163,0.4091,0.35,0.4562125308569413,5.0,115.0,120.0,faible,occasionnel,38214,residentiel,3,6,11,6,0,1,1
9312.0,1.0,0.3469387755102041,0.3333,0.29,0.4210650052897614,18.0,109.0,127.0,moyen,frequent,94216,commercial,3,10,62,10,1,0,0
9313.0,1.0,0.326530612244898,0.3333,0.34,0.2280474903021041,6.0,97.0,103.0,faible,occasionnel,65237,residentiel,3,2,11,2,0,1,1
9314.0,1.0,0.3061224489795918,0.3182,0.31,0.2280474903021041,6.0,79.0,85.0,élevé,frequent,31155,residentiel,5,5,47,3,2,0,1
9315.0,1.0,0.2857142857142857,0.2879,0.33,0.2631950158692841,15.0,81.0,96.0,moyen,occasionnel,78980,residentiel,1,7,35,4,1,1,1
9316.0,1.0,0.2857142857142857,0.2727,0.28,0.4210650052897614,5.0,68.0,73.0,moyen,occasionnel,93387,residentiel,1,10,70,3,1,1,1
9317.0,1.0,0.2653061224489796,0.2576,0.26,0.3860350299753144,3.0,48.0,51.0,faible,occasionnel,95378,residentiel,3,8,53,2,0,1,1
9318.0,1.0,0.2448979591836735,0.2576,0.28,0.2280474903021041,4.0,17.0,21.0,faible,occasionnel,78949,residentiel,2,5,53,9,0,1,1
9319.0,1.0,0.2244897959183673,0.2576,0.3,0.0,0.0,5.0,5.0,moyen,frequent,44325,commercial,2,7,83,3,1,0,0
9320.0,1.0,0.1836734693877551,0.2121,0.51,0.1578699894204772,1.0,6.0,7.0,faible,occasionnel,47610,residentiel,4,2,6,3,0,1,1
9321.0,1.0,0.1836734693877551,0.2273,0.4,0.1228400141060303,1.0,4.0,5.0,élevé,occasionnel,54154,commercial,1,2,62,6,2,1,0
9322.0,1.0,0.1836734693877551,0.2121,0.4,0.1578699894204772,0.0,12.0,12.0,moyen,occasionnel,38252,commercial,3,3,5,7,1,1,0
9323.0,1.0,0.163265306122449,0.197,0.4,0.1578699894204772,9.0,61.0,70.0,faible,occasionnel,49120,residentiel,4,2,8,7,0,1,1
9324.0,1.0,0.163265306122449,0.197,0.43,0.1578699894204772,13.0,98.0,111.0,élevé,occasionnel,38278,residentiel,2,5,20,10,2,1,1
9325.0,1.0,0.2244897959183673,0.2424,0.43,0.1578699894204772,38.0,153.0,191.0,faible,occasionnel,20127,commercial,5,9,23,6,0,1,0
9326.0,1.0,0.2653061224489796,0.2727,0.28,0.2631950158692841,57.0,198.0,255.0,faible,occasionnel,51563,commercial,5,8,25,6,0,1,0
9327.0,1.0,0.2653061224489796,0.303,0.26,0.2631950158692841,73.0,215.0,288.0,moyen,frequent,38143,residentiel,1,8,17,6,1,0,1
9328.0,1.0,0.3061224489795918,0.303,0.26,0.2631950158692841,78.0,238.0,316.0,élevé,frequent,76147,residentiel,4,7,73,4,2,0,1
9329.0,1.0,0.3061224489795918,0.303,0.26,0.298224991183731,51.0,229.0,280.0,faible,frequent,52413,residentiel,3,8,55,7,0,0,1
9330.0,1.0,0.3469387755102041,0.3333,0.25,0.333372516750911,68.0,242.0,310.0,faible,occasionnel,66846,residentiel,2,6,27,7,0,1,1
9331.0,1.0,0.3469387755102041,0.3333,0.21,0.4912425061713882,54.0,268.0,322.0,moyen,frequent,74301,commercial,2,1,20,10,1,0,0
9332.0,1.0,0.3469387755102041,0.3333,0.21,0.4912425061713882,33.0,201.0,234.0,faible,frequent,25818,residentiel,3,1,83,4,0,0,1
9333.0,1.0,0.326530612244898,0.303,0.23,0.4210650052897614,17.0,151.0,168.0,élevé,frequent,93805,commercial,4,9,98,3,2,0,0
9334.0,1.0,0.326530612244898,0.303,0.29,0.298224991183731,14.0,145.0,159.0,faible,occasionnel,20992,residentiel,4,2,49,3,0,1,1
9335.0,1.0,0.2857142857142857,0.2879,0.39,0.2631950158692841,13.0,98.0,111.0,moyen,frequent,53057,commercial,2,6,20,3,1,0,0
9336.0,1.0,0.2857142857142857,0.2879,0.33,0.333372516750911,0.0,69.0,69.0,moyen,occasionnel,95726,residentiel,2,1,27,10,1,1,1
9337.0,1.0,0.3061224489795918,0.2879,0.26,0.4562125308569413,7.0,57.0,64.0,moyen,occasionnel,79812,residentiel,5,9,48,2,1,1,1
9338.0,1.0,0.2857142857142857,0.2727,0.33,0.3860350299753144,4.0,21.0,25.0,faible,occasionnel,50597,residentiel,1,6,84,6,0,1,1
9339.0,2.0,0.3061224489795918,0.2879,0.26,0.4912425061713882,0.0,10.0,10.0,moyen,frequent,46470,residentiel,5,6,60,1,1,0,1
9340.0,1.0,0.2448979591836735,0.2273,0.6,0.4210650052897614,0.0,9.0,9.0,moyen,occasionnel,41968,residentiel,4,3,16,3,1,1,1
9341.0,1.0,0.2244897959183673,0.2121,0.48,0.4210650052897614,1.0,6.0,7.0,élevé,occasionnel,70212,residentiel,1,8,78,3,2,1,1
9342.0,1.0,0.2244897959183673,0.2273,0.48,0.2280474903021041,0.0,4.0,4.0,faible,frequent,86672,commercial,2,9,61,3,0,0,0
9343.0,1.0,0.1836734693877551,0.2121,0.51,0.1578699894204772,0.0,5.0,5.0,moyen,occasionnel,74525,commercial,1,9,3,9,1,1,0
9344.0,1.0,0.1836734693877551,0.2121,0.51,0.1578699894204772,0.0,26.0,26.0,moyen,frequent,99260,commercial,3,9,83,1,1,0,0
9345.0,1.0,0.2040816326530612,0.2121,0.44,0.298224991183731,0.0,80.0,80.0,faible,occasionnel,58766,residentiel,5,6,100,4,0,1,1
9346.0,1.0,0.2040816326530612,0.2121,0.44,0.333372516750911,4.0,221.0,225.0,élevé,occasionnel,31812,residentiel,1,5,52,10,2,1,1
9347.0,1.0,0.1836734693877551,0.197,0.47,0.2631950158692841,4.0,481.0,493.0,faible,occasionnel,87212,residentiel,4,8,50,4,0,1,1
9348.0,1.0,0.1836734693877551,0.197,0.47,0.2631950158692841,5.0,193.0,198.0,faible,occasionnel,70086,commercial,2,5,87,6,0,1,0
9349.0,1.0,0.2040816326530612,0.2121,0.41,0.333372516750911,3.0,82.0,85.0,faible,occasionnel,50147,residentiel,5,1,59,7,0,1,1
9350.0,1.0,0.2448979591836735,0.2576,0.38,0.0,6.0,93.0,99.0,moyen,frequent,55382,commercial,1,10,74,3,1,0,0
9351.0,1.0,0.2448979591836735,0.2273,0.35,0.4562125308569413,5.0,129.0,134.0,élevé,frequent,75650,commercial,4,9,48,1,2,0,0
9352.0,1.0,0.2857142857142857,0.2879,0.31,0.2280474903021041,15.0,117.0,132.0,faible,occasionnel,29418,residentiel,1,7,83,7,0,1,1
9353.0,1.0,0.3061224489795918,0.3333,0.24,0.1578699894204772,15.0,100.0,115.0,faible,occasionnel,58976,residentiel,5,5,42,4,0,1,1
9354.0,1.0,0.3061224489795918,0.3182,0.24,0.2280474903021041,7.0,131.0,138.0,élevé,frequent,23222,residentiel,3,3,36,1,2,0,1
9355.0,1.0,0.326530612244898,0.3333,0.25,0.2280474903021041,11.0,210.0,221.0,faible,occasionnel,61881,commercial,1,2,51,4,0,1,0
9356.0,1.0,0.3469387755102041,0.3485,0.21,0.2280474903021041,16.0,422.0,438.0,faible,frequent,38500,commercial,4,3,99,4,0,0,0
9357.0,1.0,0.326530612244898,0.3333,0.23,0.1930175149876572,11.0,399.0,410.0,élevé,occasionnel,63578,residentiel,3,3,74,1,2,1,1
9358.0,1.0,0.2857142857142857,0.3182,0.45,0.1228400141060303,8.0,298.0,306.0,moyen,occasionnel,90613,residentiel,2,6,70,7,1,1,1
9359.0,1.0,0.2857142857142857,0.303,0.39,0.1930175149876572,2.0,179.0,181.0,moyen,frequent,89624,commercial,4,1,20,8,1,0,0
9360.0,1.0,0.2857142857142857,0.303,0.42,0.1930175149876572,3.0,159.0,162.0,moyen,occasionnel,99502,residentiel,2,1,32,3,1,1,1
9361.0,1.0,0.2653061224489796,0.2727,0.48,0.2631950158692841,2.0,92.0,94.0,faible,occasionnel,59500,residentiel,2,7,45,2,0,1,1
9362.0,1.0,0.2448979591836735,0.2576,0.6,0.2280474903021041,0.0,52.0,52.0,moyen,occasionnel,47685,commercial,4,6,57,10,1,1,0
9363.0,1.0,0.2653061224489796,0.2727,0.52,0.298224991183731,0.0,15.0,15.0,moyen,occasionnel,61311,residentiel,5,1,64,10,1,1,1
9364.0,1.0,0.2857142857142857,0.2727,0.42,0.3508875044081345,1.0,7.0,8.0,faible,occasionnel,95131,residentiel,2,1,9,4,0,1,1
9365.0,1.0,0.2857142857142857,0.2879,0.42,0.2631950158692841,1.0,2.0,2.0,élevé,frequent,79626,residentiel,5,8,49,1,2,0,1
9366.0,1.0,0.2857142857142857,0.2879,0.45,0.2631950158692841,0.0,2.0,2.0,élevé,occasionnel,61648,residentiel,2,5,60,1,2,1,1
9367.0,1.0,0.2857142857142857,0.2879,0.49,0.2280474903021041,0.0,1.0,1.0,moyen,occasionnel,22721,residentiel,3,5,99,7,1,1,1
9368.0,1.0,0.2857142857142857,0.2879,0.49,0.2280474903021041,0.0,22.0,22.0,moyen,occasionnel,47804,residentiel,5,8,40,4,1,1,1
9369.0,1.0,0.2653061224489796,0.2727,0.52,0.1930175149876572,0.0,104.0,104.0,faible,occasionnel,69861,residentiel,5,10,53,7,0,1,1
9370.0,1.0,0.2448979591836735,0.2576,0.6,0.2280474903021041,6.0,273.0,279.0,élevé,frequent,98414,residentiel,1,10,71,4,2,0,1
9371.0,1.0,0.2448979591836735,0.2727,0.6,0.1228400141060303,14.0,498.0,512.0,élevé,frequent,38253,residentiel,1,8,99,7,2,0,1
9372.0,1.0,0.2857142857142857,0.2879,0.52,0.2280474903021041,30.0,231.0,261.0,élevé,frequent,82728,residentiel,4,2,37,8,2,0,1
9373.0,2.0,0.3061224489795918,0.3182,0.57,0.2280474903021041,34.0,110.0,144.0,faible,frequent,63047,residentiel,4,2,47,5,0,0,1
9374.0,1.0,0.3877551020408163,0.4091,0.37,0.333372516750911,14.0,125.0,139.0,faible,occasionnel,24063,commercial,3,3,33,1,0,1,0
9375.0,1.0,0.3877551020408163,0.4091,0.43,0.3508875044081345,13.0,181.0,194.0,élevé,occasionnel,93085,commercial,1,5,80,2,2,1,0
9376.0,1.0,0.4489795918367347,0.4545,0.36,0.2631950158692841,27.0,171.0,198.0,élevé,occasionnel,68699,commercial,2,4,37,8,2,1,0
9377.0,1.0,0.4897959183673469,0.4848,0.29,0.3860350299753144,18.0,142.0,160.0,élevé,frequent,58249,commercial,1,4,5,7,2,0,0
9378.0,1.0,0.5306122448979592,0.5152,0.26,0.5263900317385682,27.0,150.0,177.0,élevé,frequent,39953,commercial,3,6,93,9,2,0,0
9379.0,1.0,0.5306122448979592,0.5152,0.26,0.5263900317385682,30.0,277.0,307.0,élevé,frequent,50490,commercial,2,9,11,3,2,0,0
9380.0,1.0,0.5306122448979592,0.5152,0.26,0.4912425061713882,41.0,518.0,559.0,élevé,frequent,94128,commercial,4,10,4,5,2,0,0
9381.0,1.0,0.5306122448979592,0.5152,0.24,0.4210650052897614,16.0,486.0,502.0,élevé,occasionnel,24417,residentiel,5,8,92,7,2,1,1
9382.0,1.0,0.4897959183673469,0.4848,0.29,0.333372516750911,22.0,306.0,328.0,élevé,frequent,22295,commercial,3,5,67,2,2,0,0
9383.0,1.0,0.3877551020408163,0.4091,0.58,0.1228400141060303,15.0,223.0,238.0,élevé,frequent,30938,commercial,3,5,53,3,2,0,0
9384.0,1.0,0.4489795918367347,0.4545,0.58,0.3508875044081345,3.0,162.0,165.0,élevé,occasionnel,24521,residentiel,5,4,1,8,2,1,1
9385.0,1.0,0.4285714285714285,0.4394,0.35,0.3508875044081345,11.0,118.0,129.0,moyen,frequent,22826,commercial,4,3,50,6,1,0,0
9386.0,1.0,0.4285714285714285,0.4394,0.38,0.298224991183731,2.0,61.0,63.0,moyen,frequent,79508,commercial,4,5,41,8,1,0,0
9387.0,1.0,0.4285714285714285,0.4394,0.38,0.333372516750911,0.0,31.0,31.0,moyen,frequent,28642,residentiel,1,5,77,9,1,0,1
9388.0,1.0,0.4285714285714285,0.4394,0.41,0.333372516750911,0.0,4.0,4.0,faible,frequent,57510,commercial,1,10,44,6,0,0,0
9389.0,1.0,0.4285714285714285,0.4394,0.44,0.333372516750911,1.0,6.0,7.0,élevé,occasionnel,33173,commercial,3,1,4,1,2,1,0
9390.0,1.0,0.4285714285714285,0.4394,0.44,0.2280474903021041,0.0,3.0,3.0,faible,frequent,89008,commercial,4,9,42,7,0,0,0
9391.0,1.0,0.3877551020408163,0.4091,0.5,0.1930175149876572,0.0,1.0,1.0,faible,frequent,90048,commercial,1,10,35,1,0,0,0
9392.0,1.0,0.3877551020408163,0.4091,0.5,0.1930175149876572,0.0,18.0,18.0,faible,frequent,23763,residentiel,4,8,37,4,0,0,1
9393.0,3.0,0.3877551020408163,0.4091,0.54,0.1930175149876572,0.0,67.0,67.0,élevé,frequent,95703,residentiel,5,3,85,3,2,0,1
9394.0,3.0,0.3673469387755101,0.3939,0.62,0.1053250264488068,7.0,67.0,208.0,élevé,occasionnel,75967,commercial,2,5,40,4,2,1,0
9395.0,3.0,0.3469387755102041,0.3636,0.73,0.1228400141060303,15.0,505.0,520.0,faible,frequent,44107,commercial,3,1,70,9,0,0,0
9396.0,2.0,0.3469387755102041,0.3485,0.71,0.2280474903021041,9.0,505.0,276.0,élevé,occasionnel,85220,commercial,3,6,24,7,2,1,0
9397.0,1.0,0.3469387755102041,0.4091,0.62,0.1578699894204772,9.0,124.0,133.0,faible,frequent,27609,residentiel,4,8,66,9,0,0,1
9398.0,1.0,0.3877551020408163,0.4091,0.58,0.1930175149876572,27.0,116.0,133.0,élevé,occasionnel,43934,commercial,2,6,64,6,2,1,0
9399.0,1.0,0.4285714285714285,0.4394,0.54,0.1228400141060303,26.0,153.0,179.0,moyen,frequent,88157,commercial,3,3,77,6,1,0,0
9400.0,1.0,0.4489795918367347,0.4545,0.47,0.2631950158692841,12.0,174.0,186.0,faible,occasionnel,34046,commercial,3,8,61,10,0,1,0
9401.0,1.0,0.6122448979591837,0.6212,0.33,0.2631950158692841,33.0,159.0,192.0,moyen,frequent,29972,commercial,2,5,13,2,1,0,0
9402.0,1.0,0.5918367346938775,0.6212,0.35,0.333372516750911,25.0,169.0,194.0,faible,frequent,25995,residentiel,3,7,80,5,0,0,1
9403.0,1.0,0.5918367346938775,0.6212,0.4,0.2631950158692841,22.0,261.0,283.0,moyen,occasionnel,72587,commercial,3,3,64,3,1,1,0
9404.0,1.0,0.5714285714285714,0.5455,0.43,0.2280474903021041,31.0,508.0,539.0,moyen,occasionnel,50823,commercial,5,1,74,3,1,1,0
9405.0,1.0,0.5510204081632654,0.5303,0.46,0.1930175149876572,12.0,514.0,526.0,élevé,occasionnel,57470,commercial,4,9,23,3,2,1,0
9406.0,1.0,0.5306122448979592,0.5152,0.52,0.333372516750911,20.0,315.0,335.0,élevé,occasionnel,92809,commercial,3,10,46,4,2,1,0
9407.0,1.0,0.5102040816326531,0.5,0.52,0.1930175149876572,10.0,254.0,264.0,élevé,occasionnel,61701,commercial,4,10,85,2,2,1,0
9408.0,1.0,0.5102040816326531,0.5,0.52,0.1930175149876572,16.0,217.0,233.0,moyen,frequent,96084,residentiel,2,1,72,8,1,0,1
9409.0,1.0,0.4897959183673469,0.4848,0.55,0.2280474903021041,7.0,133.0,140.0,élevé,frequent,73609,commercial,5,3,44,10,2,0,0
9410.0,1.0,0.4897959183673469,0.4545,0.63,0.1053250264488068,22.0,75.0,97.0,élevé,frequent,42340,residentiel,1,1,15,7,2,0,1
9411.0,1.0,0.4489795918367347,0.4545,0.59,0.1578699894204772,7.0,24.0,31.0,faible,frequent,20224,residentiel,4,1,47,9,0,0,1
9412.0,2.0,0.4489795918367347,0.4545,0.55,0.0,3.0,14.0,17.0,faible,frequent,63061,residentiel,3,2,19,6,0,0,1
9413.0,2.0,0.4081632653061224,0.4242,0.67,0.1578699894204772,2.0,7.0,9.0,moyen,occasionnel,48164,commercial,1,1,74,6,1,1,0
9414.0,2.0,0.4081632653061224,0.4242,0.67,0.1578699894204772,0.0,2.0,2.0,élevé,frequent,67306,residentiel,5,3,82,7,2,0,1
9415.0,3.0,0.3877551020408163,0.4091,0.82,0.1053250264488068,0.0,2.0,1.0,faible,frequent,57995,commercial,3,1,47,4,0,0,0
9416.0,3.0,0.3877551020408163,0.4091,0.82,0.0,0.0,19.0,19.0,moyen,occasionnel,42061,residentiel,1,5,80,3,1,1,1
9417.0,3.0,0.3469387755102041,0.3788,0.9,0.0,1.0,73.0,74.0,élevé,frequent,34740,residentiel,4,7,61,7,2,0,1
9418.0,3.0,0.3469387755102041,0.3788,0.93,0.0,4.0,201.0,205.0,faible,occasionnel,43636,commercial,4,10,63,2,0,1,0
9418.0,3.0,0.3877551020408163,0.4091,0.87,0.0,9.0,436.0,445.0,élevé,occasionnel,89557,commercial,4,6,100,6,2,1,0
9420.0,3.0,0.3673469387755101,0.3939,0.87,0.0,15.0,213.0,228.0,moyen,frequent,64676,residentiel,5,10,99,1,1,0,1
9421.0,3.0,0.4081632653061224,0.4242,0.77,0.1228400141060303,6.0,72.0,78.0,faible,frequent,45102,residentiel,4,3,94,4,0,0,1
9422.0,3.0,0.3877551020408163,0.4091,0.82,0.298224991183731,6.0,99.0,105.0,élevé,occasionnel,21078,commercial,2,2,55,6,2,1,0
9423.0,1.0,0.4081632653061224,0.4242,0.82,0.0,8.0,140.0,148.0,moyen,occasionnel,57392,residentiel,5,10,55,10,1,1,1
9424.0,2.0,0.4081632653061224,0.4242,0.77,0.0,13.0,124.0,137.0,faible,frequent,93555,residentiel,4,1,82,8,0,0,1
9425.0,1.0,0.3877551020408163,0.4091,0.76,0.1228400141060303,12.0,129.0,141.0,moyen,frequent,42605,residentiel,2,3,71,7,1,0,1
9426.0,1.0,0.4489795918367347,0.4545,0.67,0.1930175149876572,24.0,150.0,174.0,élevé,occasionnel,66882,residentiel,3,4,52,6,2,1,1
9427.0,1.0,0.4489795918367347,0.4545,0.55,0.333372516750911,18.0,211.0,229.0,élevé,frequent,23440,commercial,4,7,59,5,2,0,0
9428.0,1.0,0.4081632653061224,0.4242,0.54,0.5789349947102387,13.0,437.0,450.0,moyen,occasionnel,92885,commercial,2,3,87,3,1,1,0
9429.0,1.0,0.3877551020408163,0.4091,0.43,0.5439050193957917,17.0,393.0,410.0,faible,frequent,96567,commercial,5,5,32,7,0,0,0
9430.0,1.0,0.3673469387755101,0.3939,0.43,0.6140825202774186,16.0,311.0,327.0,moyen,frequent,97548,commercial,4,3,65,4,1,0,0
9431.0,1.0,0.3469387755102041,0.3182,0.46,0.6140825202774186,9.0,204.0,213.0,faible,frequent,72435,commercial,1,3,80,2,0,0,0
9432.0,1.0,0.326530612244898,0.303,0.46,0.4912425061713882,4.0,144.0,148.0,élevé,occasionnel,79241,residentiel,3,8,7,7,2,1,1
9433.0,1.0,0.3061224489795918,0.2879,0.49,0.4912425061713882,3.0,106.0,109.0,élevé,occasionnel,23577,residentiel,2,3,5,5,2,1,1
9434.0,1.0,0.3061224489795918,0.303,0.49,0.298224991183731,0.0,61.0,61.0,faible,frequent,36815,residentiel,4,1,38,4,0,0,1
9435.0,1.0,0.3061224489795918,0.2879,0.53,0.298224991183731,1.0,37.0,38.0,faible,frequent,39435,residentiel,5,4,3,8,0,0,1
9436.0,1.0,0.2857142857142857,0.2727,0.56,0.3860350299753144,3.0,19.0,22.0,élevé,occasionnel,99179,commercial,3,7,56,7,2,1,0
9437.0,1.0,0.2857142857142857,0.2879,0.52,0.2631950158692841,0.0,6.0,6.0,faible,occasionnel,55683,commercial,4,9,6,8,0,1,0
9438.0,1.0,0.2653061224489796,0.2576,0.56,0.3508875044081345,0.0,4.0,4.0,élevé,frequent,72093,commercial,2,6,87,3,2,0,0
9439.0,1.0,0.2448979591836735,0.2576,0.6,0.2631950158692841,0.0,2.0,2.0,faible,occasionnel,94322,commercial,1,10,16,2,0,1,0
9440.0,1.0,0.2448979591836735,0.2576,0.6,0.2631950158692841,0.0,17.0,17.0,élevé,frequent,85688,commercial,1,1,27,3,2,0,0
9441.0,1.0,0.2244897959183673,0.2424,0.65,0.1930175149876572,0.0,88.0,88.0,moyen,frequent,68580,commercial,1,10,30,6,1,0,0
9442.0,1.0,0.2244897959183673,0.2273,0.65,0.2631950158692841,10.0,216.0,226.0,élevé,occasionnel,96972,residentiel,2,10,93,9,2,1,1
9443.0,1.0,0.2244897959183673,0.2273,0.65,0.2631950158692841,12.0,429.0,441.0,faible,occasionnel,86631,residentiel,3,1,59,3,0,1,1
9444.0,1.0,0.2244897959183673,0.2273,0.65,0.2280474903021041,18.0,252.0,270.0,faible,occasionnel,61621,residentiel,5,5,49,8,0,1,1
9445.0,1.0,0.2653061224489796,0.2576,0.56,0.333372516750911,15.0,114.0,129.0,faible,occasionnel,69501,residentiel,3,1,51,6,0,1,1
9446.0,1.0,0.3061224489795918,0.303,0.53,0.3508875044081345,15.0,149.0,164.0,moyen,occasionnel,49728,commercial,5,1,93,8,1,1,0
9447.0,1.0,0.326530612244898,0.3333,0.46,0.1578699894204772,25.0,191.0,216.0,moyen,occasionnel,95983,commercial,5,4,5,1,1,1,0
9448.0,1.0,0.3469387755102041,0.3636,0.46,0.0,25.0,173.0,198.0,élevé,occasionnel,84017,residentiel,2,6,87,9,2,1,1
9449.0,1.0,0.3469387755102041,0.3485,0.46,0.2631950158692841,25.0,148.0,170.0,élevé,frequent,59750,commercial,5,7,7,9,2,0,0
9450.0,1.0,0.3673469387755101,0.3939,0.4,0.0,48.0,168.0,216.0,faible,frequent,98356,commercial,3,4,95,4,0,0,0
9451.0,1.0,0.3877551020408163,0.4091,0.37,0.1228400141060303,36.0,275.0,311.0,moyen,occasionnel,47644,residentiel,2,10,34,5,1,1,1
9452.0,1.0,0.3877551020408163,0.4091,0.37,0.1053250264488068,30.0,458.0,488.0,faible,occasionnel,54664,residentiel,1,2,20,8,0,1,1
9453.0,1.0,0.3673469387755101,0.3939,0.4,0.1578699894204772,17.0,368.0,385.0,faible,frequent,67751,commercial,1,7,74,10,0,0,0
9454.0,1.0,0.326530612244898,0.3485,0.49,0.1578699894204772,11.0,256.0,267.0,moyen,frequent,35834,commercial,1,3,20,2,1,0,0
9455.0,1.0,0.326530612244898,0.3485,0.49,0.1228400141060303,8.0,155.0,163.0,élevé,frequent,20147,commercial,4,7,69,1,2,0,0
9456.0,1.0,0.326530612244898,0.3485,0.49,0.1228400141060303,8.0,126.0,134.0,moyen,frequent,27479,commercial,2,9,70,8,1,0,0
9457.0,1.0,0.326530612244898,0.3485,0.49,0.1228400141060303,3.0,116.0,119.0,faible,occasionnel,49126,commercial,5,6,61,8,0,1,0
9458.0,1.0,0.2448979591836735,0.2727,0.7,0.1228400141060303,3.0,74.0,77.0,faible,occasionnel,48774,residentiel,2,1,49,4,0,1,1
9459.0,1.0,0.2448979591836735,0.2727,0.7,0.1228400141060303,10.0,76.0,86.0,moyen,frequent,40190,commercial,1,2,14,3,1,0,0
9460.0,1.0,0.2448979591836735,0.2727,0.7,0.1228400141060303,0.0,43.0,43.0,élevé,occasionnel,57231,commercial,2,5,99,9,2,1,0
9461.0,1.0,0.2244897959183673,0.2576,0.7,0.1053250264488068,0.0,38.0,44.0,faible,frequent,52587,commercial,2,10,76,8,0,0,0
9462.0,1.0,0.2244897959183673,0.2879,0.75,0.0,1.0,17.0,18.0,élevé,frequent,54847,residentiel,5,1,68,5,2,0,1
9463.0,1.0,0.2244897959183673,0.2576,0.81,0.1053250264488068,1.0,5.0,6.0,moyen,occasionnel,32590,commercial,4,1,67,1,1,1,0
9464.0,1.0,0.2244897959183673,0.2576,0.81,0.1053250264488068,1.0,3.0,4.0,faible,frequent,92722,residentiel,4,9,15,6,0,0,1
9465.0,1.0,0.2040816326530612,0.2273,0.81,0.1578699894204772,1.0,4.0,5.0,moyen,frequent,82263,residentiel,3,2,32,2,1,0,1
9466.0,2.0,0.2244897959183673,0.2424,0.87,0.1578699894204772,1.0,27.0,28.0,élevé,occasionnel,67549,commercial,5,6,35,8,2,1,0
9467.0,1.0,0.2244897959183673,0.2879,0.87,0.0,4.0,86.0,90.0,élevé,occasionnel,36602,residentiel,5,10,89,3,2,1,1
9468.0,1.0,0.2244897959183673,0.2424,0.81,0.1578699894204772,16.0,141.0,157.0,faible,occasionnel,96771,residentiel,3,10,29,2,0,1,1
9469.0,1.0,0.2244897959183673,0.2576,0.87,0.1228400141060303,31.0,193.0,224.0,faible,frequent,73822,residentiel,2,10,46,2,0,0,1
9470.0,1.0,0.2857142857142857,0.3333,0.7,0.0,46.0,224.0,270.0,faible,frequent,99854,commercial,5,3,96,8,0,0,0
9470.0,2.0,0.2857142857142857,0.3182,0.7,0.1053250264488068,40.0,260.0,300.0,élevé,frequent,36887,commercial,2,3,9,5,2,0,0
9472.0,2.0,0.2857142857142857,0.2879,0.7,0.2280474903021041,58.0,244.0,302.0,moyen,frequent,36715,residentiel,1,10,80,4,1,0,1
9473.0,2.0,0.3061224489795918,0.303,0.66,0.2631950158692841,47.0,229.0,276.0,faible,frequent,88095,commercial,5,9,3,4,0,0,0
